"levelName","cancel_e","n_e","cancel_c","n_c","loss","P","profit"
"     ¦                       ¦       °--Canceled                                ",1,1,2,4,-14.59,0.399749047160429,-32.3516433297268
"     ¦                       ¦           °--Control                             ",1,1,2,4,NA,NA,-17.7616433297268
"     ¦                       ¦               ¦--Not.c                           ",1,1,2,5,5.7,0.500344550790341,-3.28397427282663
"     ¦                       ¦               ¦   °--Control                     ",1,1,2,5,NA,NA,-8.98397427282663
"     ¦                       ¦               ¦       ¦--Not.c                   ",1,1,2,6,5.7,0.571894104971385,1.85597429447808
"     ¦                       ¦               ¦       ¦   °--Control             ",1,1,2,6,NA,NA,-3.84402570552192
"     ¦                       ¦               ¦       ¦       ¦--Not.c           ",1,1,2,7,5.7,0.623938304641692,4.6346283586484
"     ¦                       ¦               ¦       ¦       ¦   °--Control     ",1,1,2,7,NA,NA,-1.0653716413516
"     ¦                       ¦               ¦       ¦       ¦       ¦--Not.c   ",1,1,2,8,5.7,0.666566207917614,5.7
"     ¦                       ¦               ¦       ¦       ¦       °--Canceled",1,1,3,8,-14.59,0.333433792082386,-14.59
"     ¦                       ¦               ¦       ¦       °--Canceled        ",1,1,3,7,-14.59,0.376061695358308,-17.9112841041775
"     ¦                       ¦               ¦       ¦           °--Control     ",1,1,3,7,NA,NA,-3.32128410417754
"     ¦                       ¦               ¦       ¦               ¦--Not.c   ",1,1,3,8,5.7,0.555382744988786,5.7
"     ¦                       ¦               ¦       ¦               °--Canceled",1,1,4,8,-14.59,0.444617255011214,-14.59
"     ¦                       ¦               ¦       °--Canceled                ",1,1,3,6,-14.59,0.428105895028615,-23.4647435306763
"     ¦                       ¦               ¦           °--Control             ",1,1,3,6,NA,NA,-8.87474353067629
"     ¦                       ¦               ¦               ¦--Not.c           ",1,1,3,7,5.7,0.500387881471715,2.38497946080231
"     ¦                       ¦               ¦               ¦   °--Control     ",1,1,3,7,NA,NA,-3.31502053919769
"     ¦                       ¦               ¦               ¦       ¦--Not.c   ",1,1,3,8,5.7,0.555691447057778,5.7
"     ¦                       ¦               ¦               ¦       °--Canceled",1,1,4,8,-14.59,0.444308552942222,-14.59
"     ¦                       ¦               ¦               °--Canceled        ",1,1,4,7,-14.59,0.499612118528285,-20.1519498367627
"     ¦                       ¦               ¦                   °--Control     ",1,1,4,7,NA,NA,-5.56194983676266
"     ¦                       ¦               ¦                       ¦--Not.c   ",1,1,4,8,5.7,0.444950722682964,5.7
"     ¦                       ¦               ¦                       °--Canceled",1,1,5,8,-14.59,0.555049277317036,-14.59
"     ¦                       ¦               °--Canceled                        ",1,1,3,5,-14.59,0.499655449209659,-32.2592793151323
"     ¦                       ¦                   °--Control                     ",1,1,3,5,NA,NA,-17.6692793151323
"     ¦                       ¦                       ¦--Not.c                   ",1,1,3,6,5.7,0.428990096369646,-3.19623734078212
"     ¦                       ¦                       ¦   °--Control             ",1,1,3,6,NA,NA,-8.89623734078212
"     ¦                       ¦                       ¦       ¦--Not.c           ",1,1,3,7,5.7,0.49985608882539,2.38659600835607
"     ¦                       ¦                       ¦       ¦   °--Control     ",1,1,3,7,NA,NA,-3.31340399164393
"     ¦                       ¦                       ¦       ¦       ¦--Not.c   ",1,1,3,8,5.7,0.555771119189555,5.7
"     ¦                       ¦                       ¦       ¦       °--Canceled",1,1,4,8,-14.59,0.444228880810445,-14.59
"     ¦                       ¦                       ¦       °--Canceled        ",1,1,4,7,-14.59,0.50014391117461,-20.1725776555599
"     ¦                       ¦                       ¦           °--Control     ",1,1,4,7,NA,NA,-5.58257765555992
"     ¦                       ¦                       ¦               ¦--Not.c   ",1,1,4,8,5.7,0.443934073161167,5.7
"     ¦                       ¦                       ¦               °--Canceled",1,1,5,8,-14.59,0.556065926838833,-14.59
"     ¦                       ¦                       °--Canceled                ",1,1,4,6,-14.59,0.571009903630354,-28.5426313040634
"     ¦                       ¦                           °--Control             ",1,1,4,6,NA,NA,-13.9526313040634
"     ¦                       ¦                               ¦--Not.c           ",1,1,4,7,5.7,0.37561263689698,0.149413062619522
"     ¦                       ¦                               ¦   °--Control     ",1,1,4,7,NA,NA,-5.55058693738048
"     ¦                       ¦                               ¦       ¦--Not.c   ",1,1,4,8,5.7,0.445510747295196,5.7
"     ¦                       ¦                               ¦       °--Canceled",1,1,5,8,-14.59,0.554489252704804,-14.59
"     ¦                       ¦                               °--Canceled        ",1,1,5,7,-14.59,0.62438736310302,-22.4359965725145
"     ¦                       ¦                                   °--Control     ",1,1,5,7,NA,NA,-7.84599657251453
"     ¦                       ¦                                       ¦--Not.c   ",1,1,5,8,5.7,0.332380651921413,5.7
"     ¦                       ¦                                       °--Canceled",1,1,6,8,-14.59,0.667619348078587,-14.59
"     ¦                       °--Canceled                                        ",1,1,2,3,-14.59,0.501090857101385,-45.3039778170306
"     ¦                           °--Control                                     ",1,1,2,3,NA,NA,-30.7139778170306
"     ¦                               ¦--Not.c                                   ",1,1,2,4,5.7,0.399976209598141,-12.0521459067337
"     ¦                               ¦   °--Control                             ",1,1,2,4,NA,NA,-17.7521459067337
"     ¦                               ¦       ¦--Not.c                           ",1,1,2,5,5.7,0.500429323549039,-3.28610249414713
"     ¦                               ¦       ¦   °--Control                     ",1,1,2,5,NA,NA,-8.98610249414713
"     ¦                               ¦       ¦       ¦--Not.c                   ",1,1,2,6,5.7,0.571779387125949,1.87837126884403
"     ¦                               ¦       ¦       ¦   °--Control             ",1,1,2,6,NA,NA,-3.82162873115597
"     ¦                               ¦       ¦       ¦       ¦--Not.c           ",1,1,2,7,5.7,0.624872683276736,4.63681073631028
"     ¦                               ¦       ¦       ¦       ¦   °--Control     ",1,1,2,7,NA,NA,-1.06318926368972
"     ¦                               ¦       ¦       ¦       ¦       ¦--Not.c   ",1,1,2,8,5.7,0.666673767191241,5.7
"     ¦                               ¦       ¦       ¦       ¦       °--Canceled",1,1,3,8,-14.59,0.333326232808759,-14.59
"     ¦                               ¦       ¦       ¦       °--Canceled        ",1,1,3,7,-14.59,0.375127316723264,-17.9113724814588
"     ¦                               ¦       ¦       ¦           °--Control     ",1,1,3,7,NA,NA,-3.32137248145881
"     ¦                               ¦       ¦       ¦               ¦--Not.c   ",1,1,3,8,5.7,0.555378389282464,5.7
"     ¦                               ¦       ¦       ¦               °--Canceled",1,1,4,8,-14.59,0.444621610717536,-14.59
"     ¦                               ¦       ¦       °--Canceled                ",1,1,3,6,-14.59,0.428220612874051,-23.4928356192902
"     ¦                               ¦       ¦           °--Control             ",1,1,3,6,NA,NA,-8.90283561929015
"     ¦                               ¦       ¦               ¦--Not.c           ",1,1,3,7,5.7,0.499788997024653,2.37779060522276
"     ¦                               ¦       ¦               ¦   °--Control     ",1,1,3,7,NA,NA,-3.32220939477724
"     ¦                               ¦       ¦               ¦       ¦--Not.c   ",1,1,3,8,5.7,0.555337141706395,5.7
"     ¦                               ¦       ¦               ¦       °--Canceled",1,1,4,8,-14.59,0.444662858293604,-14.59
"     ¦                               ¦       ¦               °--Canceled        ",1,1,4,7,-14.59,0.500211002975347,-20.173944877231
"     ¦                               ¦       ¦                   °--Control     ",1,1,4,7,NA,NA,-5.58394487723099
"     ¦                               ¦       ¦                       ¦--Not.c   ",1,1,4,8,5.7,0.443866689145836,5.7
"     ¦                               ¦       ¦                       °--Canceled",1,1,5,8,-14.59,0.556133310854164,-14.59
"     ¦                               ¦       °--Canceled                        ",1,1,3,5,-14.59,0.499570676450961,-32.2430531209452
"     ¦                               ¦           °--Control                     ",1,1,3,5,NA,NA,-17.6530531209452
"     ¦                               ¦               ¦--Not.c                   ",1,1,3,6,5.7,0.429576139387281,-3.18931393266686
"     ¦                               ¦               ¦   °--Control             ",1,1,3,6,NA,NA,-8.88931393266686
"     ¦                               ¦               ¦       ¦--Not.c           ",1,1,3,7,5.7,0.499944561700072,2.38334547511296
"     ¦                               ¦               ¦       ¦   °--Control     ",1,1,3,7,NA,NA,-3.31665452488704
"     ¦                               ¦               ¦       ¦       ¦--Not.c   ",1,1,3,8,5.7,0.555610915481171,5.7
"     ¦                               ¦               ¦       ¦       °--Canceled",1,1,4,8,-14.59,0.444389084518829,-14.59
"     ¦                               ¦               ¦       °--Canceled        ",1,1,4,7,-14.59,0.500055438299928,-20.1594738692866
"     ¦                               ¦               ¦           °--Control     ",1,1,4,7,NA,NA,-5.5694738692866
"     ¦                               ¦               ¦               ¦--Not.c   ",1,1,4,8,5.7,0.444579898014461,5.7
"     ¦                               ¦               ¦               °--Canceled",1,1,5,8,-14.59,0.555420101985539,-14.59
"     ¦                               ¦               °--Canceled                ",1,1,4,6,-14.59,0.570423860612719,-28.5454397664322
"     ¦                               ¦                   °--Control             ",1,1,4,6,NA,NA,-13.9554397664322
"     ¦                               ¦                       ¦--Not.c           ",1,1,4,7,5.7,0.375779684431809,0.12642530918778
"     ¦                               ¦                       ¦   °--Control     ",1,1,4,7,NA,NA,-5.57357469081222
"     ¦                               ¦                       ¦       ¦--Not.c   ",1,1,4,8,5.7,0.444377787540058,5.7
"     ¦                               ¦                       ¦       °--Canceled",1,1,5,8,-14.59,0.555622212459942,-14.59
"     ¦                               ¦                       °--Canceled        ",1,1,5,7,-14.59,0.624220315568191,-22.4327012113935
"     ¦                               ¦                           °--Control     ",1,1,5,7,NA,NA,-7.84270121139349
"     ¦                               ¦                               ¦--Not.c   ",1,1,5,8,5.7,0.332543064987999,5.7
